# 2theta	intensity	baseline	bg_subtracted	normalized
15.39119 13318.00000 12859.27841 458.72159 0.01149
15.40205 13288.00000 12856.08507 431.91493 0.01082
15.41292 13260.00000 12852.89800 407.10200 0.01020
15.42379 13333.00000 12849.71709 483.28291 0.01210
15.43465 13318.00000 12846.54225 471.45775 0.01181
15.44552 13246.00000 12843.37337 402.62663 0.01008
15.45639 13120.00000 12840.21034 279.78966 0.00701
15.46725 13369.00000 12837.05307 531.94693 0.01332
15.47812 13533.00000 12833.90146 699.09854 0.01751
15.48899 13361.00000 12830.75540 530.24460 0.01328
15.49985 13703.00000 12827.61479 875.38521 0.02192
15.51072 13493.00000 12824.47953 668.52047 0.01674
15.52158 13712.00000 12821.34954 890.65046 0.02231
